Date,Close
10/8/2018 16:00:00,180.26
10/9/2018 16:00:00,181.41
10/10/2018 16:00:00,172.14
10/11/2018 16:00:00,174.97
10/12/2018 16:00:00,184.45
10/15/2018 16:00:00,180.91
10/16/2018 16:00:00,192.72
10/17/2018 16:00:00,190.26
10/18/2018 16:00:00,185.18
10/19/2018 16:00:00,177.15
10/22/2018 16:00:00,178.84
10/23/2018 16:00:00,181.78
10/24/2018 16:00:00,170.21
10/25/2018 16:00:00,172.63
10/26/2018 16:00:00,166.76
10/29/2018 16:00:00,164.23
10/30/2018 16:00:00,168.5
10/31/2018 16:00:00,181.04
11/1/2018 16:00:00,183.73
11/2/2018 16:00:00,178.78
11/5/2018 16:00:00,180.41
11/6/2018 16:00:00,177.37
11/7/2018 16:00:00,190.83
11/8/2018 16:00:00,186.16
11/9/2018 16:00:00,177.59
11/12/2018 16:00:00,172.37
11/13/2018 16:00:00,168.67
11/14/2018 16:00:00,167.38
11/15/2018 16:00:00,172.97
11/16/2018 16:00:00,171.09
11/19/2018 16:00:00,156.8
11/20/2018 16:00:00,157.24
11/21/2018 16:00:00,159.14
11/23/2018 13:00:00,160.63
11/26/2018 16:00:00,167.26
11/27/2018 16:00:00,165.74
11/28/2018 16:00:00,177.87
11/29/2018 16:00:00,179.1
11/30/2018 16:00:00,185.27
12/3/2018 16:00:00,188.09
12/4/2018 16:00:00,180.85
12/6/2018 16:00:00,187.6
12/7/2018 16:00:00,182.38
12/10/2018 16:00:00,184.9
12/11/2018 16:00:00,183.42
12/12/2018 16:00:00,187.64
12/13/2018 16:00:00,188.15
12/14/2018 16:00:00,181.98
12/17/2018 16:00:00,171.47
12/18/2018 16:00:00,173.57
12/19/2018 16:00:00,174.04
12/20/2018 16:00:00,169.92
12/21/2018 16:00:00,162
12/24/2018 13:00:00,158.92
12/26/2018 16:00:00,169.51
12/27/2018 16:00:00,178.2
12/28/2018 16:00:00,180.33
12/31/2018 16:00:00,178.05
1/2/2019 16:00:00,178.32
1/3/2019 16:00:00,169.12
1/4/2019 16:00:00,179.23
1/7/2019 16:00:00,186.67
1/8/2019 16:00:00,188.11
1/9/2019 16:00:00,190.47
1/10/2019 16:00:00,190
1/11/2019 16:00:00,191.69
1/14/2019 16:00:00,188.4
1/15/2019 16:00:00,188.35
1/16/2019 16:00:00,189.59
1/17/2019 16:00:00,186.53
1/18/2019 16:00:00,190.09
1/22/2019 16:00:00,185.7
1/23/2019 16:00:00,183.96
1/24/2019 16:00:00,185.7
1/25/2019 16:00:00,191.08
1/28/2019 16:00:00,187.94
1/29/2019 16:00:00,184.82
1/30/2019 16:00:00,194
1/31/2019 16:00:00,220.02
2/1/2019 16:00:00,221.51
2/4/2019 16:00:00,225.14
2/5/2019 16:00:00,228.35
2/6/2019 16:00:00,225.56
2/7/2019 16:00:00,226.96
2/8/2019 16:00:00,228.56
2/11/2019 16:00:00,229.01
2/12/2019 16:00:00,234.65
2/13/2019 16:00:00,231.97
2/14/2019 16:00:00,234.03
2/15/2019 16:00:00,234.89
2/19/2019 16:00:00,234.58
2/20/2019 16:00:00,229.5
2/21/2019 16:00:00,230.01
2/22/2019 16:00:00,235
2/25/2019 16:00:00,237
2/26/2019 16:00:00,236.21
2/27/2019 16:00:00,240.31
2/28/2019 16:00:00,239.44
3/1/2019 16:00:00,243.52
3/4/2019 16:00:00,236.97
3/5/2019 16:00:00,236
3/6/2019 16:00:00,233.11
3/7/2019 16:00:00,233.37
3/8/2019 16:00:00,233.95
3/11/2019 16:00:00,239.86
3/12/2019 16:00:00,238.71
3/13/2019 16:00:00,240.39
3/14/2019 16:00:00,241.59
3/15/2019 16:00:00,241.89
3/18/2019 16:00:00,240.98
3/19/2019 16:00:00,241.96
3/20/2019 16:00:00,244.59
3/21/2019 16:00:00,250.95
3/22/2019 16:00:00,241.21
3/25/2019 16:00:00,241.7
3/26/2019 16:00:00,245
3/27/2019 16:00:00,241.37
3/28/2019 16:00:00,243.33
3/29/2019 16:00:00,246.49
4/1/2019 16:00:00,245.73
4/2/2019 16:00:00,246.82
4/3/2019 16:00:00,247.14
4/4/2019 16:00:00,237.03
4/5/2019 16:00:00,236.98
4/8/2019 16:00:00,237.21
4/9/2019 16:00:00,238.76
4/10/2019 16:00:00,243.66
4/11/2019 16:00:00,245.77
4/12/2019 16:00:00,244.3
4/15/2019 16:00:00,243.79
4/16/2019 16:00:00,239.81
4/17/2019 16:00:00,236.23
4/18/2019 16:00:00,237.4
4/22/2019 16:00:00,242.64
4/23/2019 16:00:00,243.55
4/24/2019 16:00:00,242.7
4/25/2019 16:00:00,260.69
4/26/2019 16:00:00,267.08
4/29/2019 16:00:00,271.69
4/30/2019 16:00:00,271.51
5/1/2019 16:00:00,270.4
5/2/2019 16:00:00,262.67
5/3/2019 16:00:00,268.52
5/6/2019 16:00:00,269.75
5/7/2019 16:00:00,264.81
5/8/2019 16:00:00,265.98
5/9/2019 16:00:00,270.49
5/10/2019 16:00:00,274.9
5/13/2019 16:00:00,260.12
5/14/2019 16:00:00,272.07
5/15/2019 16:00:00,273.96
5/16/2019 16:00:00,277.96
5/17/2019 16:00:00,272.99
5/20/2019 16:00:00,265.08
5/21/2019 16:00:00,271.21
5/22/2019 16:00:00,273.39
5/23/2019 16:00:00,264.79
5/24/2019 16:00:00,268.95
5/28/2019 16:00:00,266.65
5/29/2019 16:00:00,264.19
5/30/2019 16:00:00,262.6
5/31/2019 16:00:00,261.93
6/3/2019 16:00:00,248.38
6/4/2019 16:00:00,257.55
6/5/2019 16:00:00,263.25
6/6/2019 16:00:00,268.49
6/7/2019 16:00:00,274.55
6/10/2019 16:00:00,275.87
6/11/2019 16:00:00,266.29
6/12/2019 16:00:00,267.88
6/13/2019 16:00:00,273.79
6/14/2019 16:00:00,272.25
6/17/2019 16:00:00,274.56
6/18/2019 16:00:00,282.64
6/19/2019 16:00:00,285.51
6/20/2019 16:00:00,288.8
6/21/2019 16:00:00,285.74
6/24/2019 16:00:00,282.5
6/25/2019 16:00:00,275.36
6/26/2019 16:00:00,275.34
6/27/2019 16:00:00,278.51
6/28/2019 16:00:00,274.57
7/1/2019 16:00:00,283.51
7/2/2019 16:00:00,288.31
