Date,Close
10/8/2018 16:00:00,80.23
10/9/2018 16:00:00,80.42
10/10/2018 16:00:00,74.94
10/11/2018 16:00:00,74.51
10/12/2018 16:00:00,75.91
10/15/2018 16:00:00,74.99
10/16/2018 16:00:00,77.48
10/17/2018 16:00:00,76.48
10/18/2018 16:00:00,75.6
10/19/2018 16:00:00,74.21
10/22/2018 16:00:00,74.9
10/23/2018 16:00:00,73.35
10/24/2018 16:00:00,72.12
10/25/2018 16:00:00,73.1
10/26/2018 16:00:00,72.07
10/29/2018 16:00:00,72.19
10/30/2018 16:00:00,74.51
10/31/2018 16:00:00,75.04
11/1/2018 16:00:00,76.79
11/2/2018 16:00:00,76.58
11/5/2018 16:00:00,77.53
11/6/2018 16:00:00,76.57
11/7/2018 16:00:00,77.97
11/8/2018 16:00:00,77.78
11/9/2018 16:00:00,76.36
11/12/2018 16:00:00,75.1
11/13/2018 16:00:00,75.2
11/14/2018 16:00:00,75.2
11/15/2018 16:00:00,74.33
11/16/2018 16:00:00,74.74
11/19/2018 16:00:00,72.52
11/20/2018 16:00:00,71.12
11/21/2018 16:00:00,72.37
11/23/2018 13:00:00,71.49
11/26/2018 16:00:00,72.71
11/27/2018 16:00:00,72.09
11/28/2018 16:00:00,74.66
11/29/2018 16:00:00,74.34
11/30/2018 16:00:00,75.12
12/3/2018 16:00:00,77.94
12/4/2018 16:00:00,75.79
12/6/2018 16:00:00,75.54
12/7/2018 16:00:00,73.34
12/10/2018 16:00:00,72.51
12/11/2018 16:00:00,73.57
12/12/2018 16:00:00,74.32
12/13/2018 16:00:00,72.93
12/14/2018 16:00:00,72.53
12/17/2018 16:00:00,69.9
12/18/2018 16:00:00,71.15
12/19/2018 16:00:00,68.97
12/20/2018 16:00:00,67.53
12/21/2018 16:00:00,72.37
12/24/2018 13:00:00,68.1
12/26/2018 16:00:00,73.01
12/27/2018 16:00:00,73.67
12/28/2018 16:00:00,73.34
12/31/2018 16:00:00,74.14
1/2/2019 16:00:00,74.06
1/3/2019 16:00:00,72.75
1/4/2019 16:00:00,74.65
1/7/2019 16:00:00,75.72
1/8/2019 16:00:00,76.73
1/9/2019 16:00:00,76.59
1/10/2019 16:00:00,76.42
1/11/2019 16:00:00,76.04
1/14/2019 16:00:00,76.09
1/15/2019 16:00:00,77.88
1/16/2019 16:00:00,77.68
1/17/2019 16:00:00,79.13
1/18/2019 16:00:00,80.45
1/22/2019 16:00:00,80.75
1/23/2019 16:00:00,80.5
1/24/2019 16:00:00,80.44
1/25/2019 16:00:00,80.61
1/28/2019 16:00:00,80.32
1/29/2019 16:00:00,80.22
1/30/2019 16:00:00,81.28
1/31/2019 16:00:00,81.88
2/1/2019 16:00:00,81.51
2/4/2019 16:00:00,81.99
2/5/2019 16:00:00,82.86
2/6/2019 16:00:00,82.71
2/7/2019 16:00:00,82.39
2/8/2019 16:00:00,82.36
2/11/2019 16:00:00,83.68
2/12/2019 16:00:00,84.71
2/13/2019 16:00:00,85.4
2/14/2019 16:00:00,84.68
2/15/2019 16:00:00,85.38
2/19/2019 16:00:00,84.57
2/20/2019 16:00:00,84.84
2/21/2019 16:00:00,83.95
2/22/2019 16:00:00,84.76
2/25/2019 16:00:00,85.17
2/26/2019 16:00:00,85.8
2/27/2019 16:00:00,86.17
2/28/2019 16:00:00,85.73
3/1/2019 16:00:00,87.16
3/4/2019 16:00:00,85.64
3/5/2019 16:00:00,85.44
3/6/2019 16:00:00,85.13
3/7/2019 16:00:00,85.26
3/8/2019 16:00:00,84.8
